hubTitle	entity
Purana. Kālikāpurāṇa	Purāṇa. · [Kūrma-Purāṇa. Engelska]
Batrachomyomachia	Batrachomyomachia. · Svenska & grekiska
Tusen och en natt	Tusen och en natt · [Urval] · eng
Yijing	Yijing. Svenska
Mishna. Moʻed	Mishna. · [Moed. Engelska & Hebreiska]
Bibeln	Bibeln. · 1638. · Authorized. · eng
Bibeln. Daniel	Bibeln. · [Daniel. Engelska]
Bibeln	Bibeln. · Dietenberger. · 1600 · ger
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Grekiska & Engelska
Peri tēs tou pantos physeōs	Peri tēs tou pantos physeōs. · lat
Purana. Mārkaṇḍeyapurāṇa	Puranas. · [Mārkaṇḍeyapurāṇa.] · 
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1637 · dut
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1688 · Grekiska.
Tipitaka. Abhidhammapiṭaka	Tipiṭaka. · [Abhidhammapiṭaka.] · pli · tha
Bibeln. Psaltaren. Urval	Bible. · [O.T., Psalms., Miscellaneous Metrical Versions.] · Selections. · eng
Bibeln. Evangelierna	Bibeln. · [Evangelierna.] · 1885 · swe
Bibeln. Lukasevangeliet	Bibeln. · [Lukasevangeliet.] · chi
Aisopos fabler. Urval	Aesop's fables. · Selections · alb
Bibeln. Jeremia	Bibeln. · [Jeremia.] · Provövers. · 1837 · swe
Bibeln. Skrifterna (Ketuvim). Urval	Bible. · [O.T., Hagiographa.] · Selections. · eng
Avesta. Yasna	Avesta. · [Yasna.]
Bibeln. Historiska böckerna. Urval	Bibeln. · [Historiska böckerna.] · Urval · Hebreiska & Engelska.
Imitatio Christi. Urval	Imitatio Christi. · Selections. · eng
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · 2014 · heb
Hitopadeśa	Hitopadeśa. Hindi
Bibeln	Bibeln · 1682 · eng
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet] · gre
Bibeln. Urval	Bible. · Selections. · 1552 · eng
Mishna. Avot	Mishna. · [Avot. Latin & Hebreiska]
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · 1992 · Spanska (Fornspanska).
Bibeln	Bibeln. · Luther. · 1690 · ger
Bibeln	Bibeln · 1843 · nor
Bibeln	Bibeln. · Authorized. · 1663. · eng
Bibeln. Evangelierna	Bibeln. · [Evangelierna.] · tat
Haggada	Haggada. · Tyska & Hebreiska
Bibeln. Jeremia	Bibeln. · [Jeremia.] · dan
Tristan und Isolde	Tristan und Isolde
Bibeln	Bibeln. · Luther. · 1725 · ger
Bibeln	Bibeln. · 1847 · grc
Bibeln. Uppenbarelseboken	Bibeln. · [Uppenbarelseboken.] · Wordswoth. · 1849 · Grekiska & Engelska.
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · eng
Bibeln	Bibeln. · Luther. · 1913 · ger
Gilgamesh	Gilgamesh. Svenska
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · grc · lat
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1686 · pol
Gísla saga Súrssonar	Gisli Súrssons saga. · swe
Strengleikar	Strengleikar. · 1850
Bibeln. Jesus Syraks vishet. Urval	Bibeln. · [Apokryferna., Syrak.] · Urval · Hebreiska & Engelska.
Bibeln	Bibeln. · Peterson. · 2005. · eng
Bibeln	Bibeln. · 1703. · 1778 Lange. · swe
Bibeln. Uppenbarelseboken	Bibeln. · [Uppenbarelseboken. Fornetiopiska]
Purana. Devībhāgavatapurāṇa	Purāṇa. · [Devībhāgavatapurāṇa., Devīgītā. Engelska]
Yijing	Yijing
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1864. · srp
Bibeln	Bibeln. · Authorized. · 2003 · eng
Bibeln. Markusevangeliet	Bibeln. · [Nya Testamentet.] · mac
Koranen	Koranen. · fre
Bibeln. Gamla Testamentet. Urval	Bibeln. · [Gamla Testamentet.] · Urval. · 1536. · 1956 · swe
Bibeln. Moseboken 2	Bibeln. · [Moseboken 2.] · Samaritansk · ara
Avesta. Yasna. Gāthā	The hymns of Zarathustra.
Bibeln. Jona	Bible. · [O.T., Jonah., Tyndale.] · eng
Bibeln. Lukasevangeliet	Bibeln. · [Lukasevangeliet.] · Svenska (Limamål)
Bibeln	Bibeln. · 1760 · fre
Koranen. Urval	Koranen. · Urval · Serbokroatiska & Arabiska.
Bibeln. Moseboken 2	Bibeln. · [Moseboken 2.] · arc
Bibeln. Ordspråksboken. Urval	Bible. · [O.T., Proverbs.] · Selections
Bibeln	Bibeln. · Authorized. · 1641. · eng
Sanningens evangelium	Sanningens evangelium. · Säve-Söderberg. · 1959 · swe
Bibeln	Bibeln. · New revised standard. · 1992 · eng
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · chu
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · Cahen. · 1840 · fre
Bibeln	Bibeln. · 1968 · dan
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · 1714 · Hebreiska & Latin.
Bibeln. Psaltaren	Bibeln. · [Psaltaren.] · dum
Bibeln	Bibeln. · Swedish New Living Bible (Nya Levande Bibeln). · 2015 · swe
Bibeln. Obadja	Bibeln. · [Obadja.] · arc
Bibeln. Predikaren	Bibeln. · [Predikaren.] · Serner. · 1914 · swe
Bibeln. Moseböckerna	Bibeln. · [Moseböckerna.] · Samaritanska. · 1994 · heb
Bibeln	Bibeln · [Rumänska]
Bibeln. Nya Testamentet. Urval	Bibeln. · [Nya Testamentet] · Urval. · chi
Bibeln	Bibeln. · Revised standard. · 1971 · eng
Sjölagen	Sjölagen
Jaina Āgama. Aṅga. Vyākhyāprajñapti	Jaina Āgama. · [Aṅga., Bhagavai]
Bibeln	Bibeln. · Bishops'. · 1573. · eng
Bibeln	Bibeln. · 1985 · ita
Bibeln. Evangelierna	Bible. · [Gospels., Harmonies.] · 1556. · dan
Bibeln. Moseböckerna	Bibeln. · [Moseböckerna. Latin]
Adi Granth. Urval	Ādi-Granth. · [Urval.]
Bibeln. Evangelierna	Bibeln. · [Evangelierna.] · 
Grágás	Grágás. · eng
Johannesakterna	Johannesakterna. · Grekiska & Franska
Bibeln. Ester	Bibeln. · [Ester.] · 1665 · lat
Völsunga saga	Völsunga saga. · Engelska & Fornisländska
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · 1847 · dan
Bibeln. Jesaja. Urval	Bibeln. · [Jesaja, 56-66.] · Blenkinsopp. · 2003 · eng
Bibeln. Höga visan	Bibeln. · [Höga visan.] · swe
Dalalagen	Dalalagen
Den svenska psalmboken	Psalmboken 1829 Jönköping.
Bibeln. Apostlagärningarna	Bibeln. · [Gamla Testamentet.] · 1569 Plantin · heb · grc · lat · arc
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Normaluppl. · 1909 · swe
Bibeln. Psaltaren	Bibeln. · [Psaltaren.] · 1835 · Latin & Engelska (Fornengelska).
Bibeln. Jesaja	Bibeln. · [Jesaja.] · Goldschmidt · ger
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1966 · Svenska & Engelska.
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1970 · rus
Shi jing	Shi jing. · rus
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Normaluppl. · 1895 · swe
Bibeln. Gamla Testamentet. Urval	Bibeln. · [Gamla Testamentet.] · Urval. · 1991 · swe
Gautreks saga	Gautreks saga. · swe
Graal	Graal
Bibeln. Apostlagärningarna	Bibeln. · [Apostlagärningarna.] · Moksja-mordvinska
Mahābhārata. Virāṭaparva	Mahābhārata. · [Virāṭaparvan.] · English & Sanskrit.
Bibeln. Profetiska böckerna	Profeterna
Bibeln. Salomos vishet	Bibeln. · [Apokryferna., Visheten.] · Hebreiska & Tyska
Yijing	I Ching. English
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1874 · swe
Bibeln. Nya Testamentet	Bible. · [N.T.] · 1524. · dan
Nag Hammadi-skrifterna	Nag Hammadi-skrifterna.
Beowulf	Beowulf. · fre
Bibeln. Uppenbarelseboken. Urval	Bible. · [N.T., Revelation.] · Selections. · eng
Bibeln	Bibeln. · 1957 · dan
Bibeln. Gamla Testamentet. Urval	Bibeln. · [Gamla Testamentet.] · Urval. · 1942 · eng
Bibeln. Historiska böckerna. Urval	Bibeln. · [Nya Testamentet.] · 1831 · grc
Bibeln. Urval	Bibel · [Auswahl]
Koranen	Koranen. Norska & Arabiska
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · fin
Bibeln. Moseböckerna	Bibeln. · [Moseböckerna.] · Danska & hebreiska
Jaina Āgama. Aṅga. Ācārāṅga	Jaina Āgama. · [Aṅga., Ācārāṅga. Hindi & Prakrit]
Bibeln. Paulus-breven	Bible. · [N.T., Epistles of Paul.] · eng
Filipposevangeliet	Filipposevangeliet. · eng
Beowulf	Beowulf.
Bhagavadgītā	Bhagavadgītā. · 1958 · Sanskrit & Spanska.
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1812 · ger
Battle of Maldon	Battle of Maldon
Bibeln. Nya Testamentet	Bibeln. · [Markusevangeliet.] · kom
Bibeln. Moseboken 1	Genesis
Bibeln. Markusevangeliet	Biblia. · [. N.T, . Marcos.] · . Huave.
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1816 · lit
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1703. · 1719 Werner. · swe
Bibeln. Lukasevangeliet	Bibeln. · [Lukasevangeliet.  Jiddisch]
Bibeln	Bibeln. · Authorized. · 1681. · eng
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1881 · eng
Milindapanha	Milindapañhā
Bibeln	Bibeln. Samiska
Bibeln. Psaltaren	Bible. · [O.T., Psalms. English]
Bibeln. Psaltaren	Bibeln. · [Psaltaren.] · 1669 · fre
Bibeln. Breven	Bible. N. T. Epistles. English. Paraphrases. 1946. Wand
Bibeln	Bibeln. · Luther. · 1641 · ger
Danske Psalmebog	Danske Psalmebog
Bibeln. Ester	Bibeln. · [Ester] · heb
Bibeln	Bibeln. · 1951 · bul
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet] · ger
Bibeln. Psaltaren	Bibeln. · [Psaltaren. Fornkyrkoslaviska]
Mishna. Avot	Mishna. · [Avot. Jiddisch & Hebreiska]
Bibeln. Höga visan	Bible. · [O.T., Song of Solomon., Miscellaneous Metrical versions.] · eng
Midrash rabba. Klagovisorna	Midraš rabba. · [Klagovisorna. Engelska]
Bibeln. Johannesevangeliet	Bibeln. · [Johannesevangeliet. Rumänska]
Apokryferna (Nya testamentet)	Apokryferna (Nya testamentet). · swe
Bibeln. Josua	Bibeln. · [Josua.] · 1748. · fre
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Amerikanska Bibelsällskapet. · 1880 · swe
Bibeln. Nya Testamentet. Urval	Bibeln. · [Nya Testamentet.] · Urval · Krumpach. · ger
Bibeln	Bibeln. · Plantin · mul
Mishna. Zeraʻim	Mishna. · [Zeraim]
Bibeln. Apostlagärningarna	Bibeln. · [Apostlagärningarna.] · tat
Bibeln. Urval	Bibeln. · Urval. · 1787 · eng
Mishna. Avot	Mishna. · [Avot. Hebreiska & Engelska]
Digenis Akritas	Digenes Acrites. · Svenska & grekiska
Bibeln. Markusevangeliet	Bibeln. · [Nya Testamentet.] · paa
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1919 · 1917. · swe
Haggada	[Haggada. Latin, Tyska & Hebreiska]
Bibeln. Lukasevangeliet	Bibeln. · [Lukasevangeliet.] · 1917. · 19242 · swe
Bibeln. Nya Testamentet	Bibeln. · [Markusevangeliet.] · cau
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · sag
Renart le Contrefait	Renart le Contrefait
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Message. · 2012 · swe
Bhagavadgītā	Bhagavadgītā. · Johnson. · 1994 · eng
Bibeln. Moseboken 1	Bible. · [O.T., Genesis., Wells.] · eng
Mort le Roi Artu	Mort le roi Artu. · fro
Talmud	Talmud.
Bibeln. Markusevangeliet	Bibeln. · [Markusevangeliet.] · 1999 · swe
Bibeln. Nya Testamentet	Bible. · [O.T., Psalms., Boisgelin.] · Selections. · fre
Bibeln. Lukasevangeliet	Bibeln. · [Lukasevangeliet.] · 1993 · Grekiska & Franska.
Bibeln. Nya Testamentet	Bibeln · [Nya Testamentet] · rus
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Arabisk transkr. · 1758 · may
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1673 · Grekiska & Latin.
Egils saga Skallagrímssonar	Egils saga Skallagrímssonar. · fao
Mahābhārata	Mahabharata. · urd
Bibeln. Urval	Bibeln. · Urval. · Authorized. · 1698. · eng
Bibeln. Nya Testamentet	Bibeln. · [Nya testamentet., Psaltaren.] · 1669. · fre
Bibeln. Psaltaren	Bibeln. · [Psaltaren.] · 1516 · mul
Talmud Yerushalmi. Zeraʻim	Talmud yerushalmi. · [Zera'im]
Perceforest	Perceforest. · eng
Bibeln	Bibeln. · 1662 · ger
Popol vuh	Popol Vuh
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · 1815 Rumstedt. · swe
Bibeln. Moseböckerna	Bibeln. · [Moseböckerna.] · Samaritansk · ara
Maḥzor. Yom Kippur	Maḥzor. · [Yom kippur.] · Tyska & hebreiska
Tipitaka. Suttapiṭaka. Dīghanikāya. Mahāparinibbānasutta	Tipiṭaka. · [Sūttapiṭaka., Dīghanikāya., Mahāparinibbānasutta. Polyglot]
Bibeln. Höga visan	Bible. · [O.T., Song of Solomon., Turner.] · eng
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Hammond. · eng
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · Gordon. · 1927 · eng
Bibeln. Markusevangeliet	Bibeln. · [Markusevangeliet.] · swa
Bibeln. Historiska böckerna	Bibeln. · [Historiska böckerna.] · heb
Bibeln. Evangelierna. Urval	Bible. · [Gospels.] · [Selections.] · 1886. · cop
Bibeln	Bibeln · 1704 · ger
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · 1569 Plantin · Polyglott.
Upanishaderna. Kubjikopaniṣad	Upanishaderna. · [Kubjikopaniṣad.] · Engelska & Sanskrit
Bibeln	Bibeln. · Luther. · 1585 · ger
Bibeln. Mackabeerböckerna	Bibeln. · [Apokryferna., Mackabéerböckerna.] · eng
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · tgk
Tusen och en natt	Tusen och en natt. svenska
Tipitaka. Suttapiṭaka. Khuddakanikāya. Dhammapada	Dhammapada. Ryska
Haggada	Haggada · [Engelska & Hebreiska]
Bibeln. Moseboken 5	Bibeln. · [Moseboken 5.] · heb
Tipitaka. Abhidhammapiṭaka. Puggalapaññatti	Tipiṭaka. · [Abhidhammapiṭaka., Puggalapaññatti. English & Pali]
Bibeln. Johannesevangeliet	Bibeln. · [Johannesevangeliet.] · moh
Philokalia	Philokalia. · ger
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1752 · Grekiska
Bibeln. Moseboken 1	Bibeln. · [Moseboken 1.] · arc
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1703. · 1825 Rumstedt. · swe
Bibeln. Lukasevangeliet	Bibeln. · [Lukasevangeliet.] · hau
Povestʹ vremennych let	Povestʹ vremennych let · swe
Bibeln. Poetiska böckerna	Bibeln · [Poetiska böckerna.] · 1739 · ger
Mishna. Kodashim	Mishna. · [Kodashim. Engelska & Hebreiska]
Bibeln. Nya Testamentet	Bibeln. · [Jakobsbrevet.] · lat · ara · gez
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet] · smo
Bibeln. Breven	Bibeln. · [Breven.] · Wand. · 1944 · eng
Bibeln. Domarboken	Bible. · [O.T., Judges.] · 1539. · dan
Bibeln. Evangelierna	Bibeln. · [Evangelierna.] · Fornarmeniska
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1876 · swe
Bibeln. Psaltaren. Urval	Bible. · [O.T., Psalms., Tate and Brady.] · Abridgments. · eng
Midrash	Midrash. Tyska
Bibeln. Psaltaren. Urval	Bible. · [O.T., Psalms., Psalm 46.] · eng
Bibeln. Psaltaren	Bible. · [O.T., Psalms., GreatBible.] · eng
Ali Baba och de fyrtio rövarna	Ali Baba och de fyrtio rövarna. · eng
Bibeln. Job	Jobs bok
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1841 · Hindi (Hindustani).
Tripiṭaka. Sūtrapiṭaka. Prajñāpāramitā. Vajracchedikā	Vajracchedikā
Bibeln. Nya Testamentet	Bible. · [N.T.] · lat
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · Colines. · 1525 · lat
Filipposevangeliet	Filipposevangeliet. · swe
Bibeln	Bibeln. · Geneva. · 1599. · eng
Talmud Yerushalmi. Urval	Talmud Yerushalmi. · Urval · ger
Bibeln	Bibeln. · gle
Bibeln. Markusevangeliet	Raamattu. · [UT., Markuksen evankeliumi]
Bibeln. Psaltaren	Bible. · [Mark.] · Aulie et al. · 1966. · myn
Bibeln. Psaltaren	Bibeln. · [Psaltaren.] · 1867 · Polyglott.
Bibeln	Bibeln. · 1730 · ger
Bibeln. Gamla Testamentet. Urval	Bibeln. · [Gamla Testamentet.] · Urval. · 1989 · dan
Bibeln. Urval	Bibeln. · Urval. · 1794 · eng
Bibeln. Gamla Testamentet. Urval	Bibeln. · [Gamla Testamentet.] · Urval. · 1837 · Provövers. · swe
Bibeln. Psaltaren	Bibeln. · [Psaltaren.] · Hebreiska & Engelska
Bibeln. Predikaren	Bible. · [O.T., Ecclesiastes., Hodgson.] · eng
Clarus saga	Clarus saga. · Latin & Isländska
Bibeln. Titusbrevet	Bibeln. · [Titusbrevet.] · lat
Bibeln. Profetiska böckerna	Bibeln. · [Profetiska böckerna.] · 1574 · lat
Jómsvikinga saga	Jómsvíkinga saga. · dan
Bibeln. Predikaren	Bibeln. · [Predikaren.] · gez
Bibeln. Nya Testamentet	Bibeln. · [Markusevangeliet.] · alt
Bibeln	Bibeln. · 1758 · fin
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Arabiska (Sudanesisk)
Bibeln. Matteusevangeliet	Bibeln. · [Matteusevangeliet.] · cze
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Hedegård. · 1966 · swe
Bhagavadgītā	Bhagavadgita. · hin
Bibeln. Amos	Bibeln. · [Amos.] · heb
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · 1653 · lat
Tipitaka. Suttapiṭaka. Khuddakanikāya. Suttanipāta	Suttapiṭaka. · [Urval. Svenska]
Talmud. Minor tractates. Soferim	Talmud. · [Minor tractates., Soferim]
Bibeln. Johannesevangeliet	Bibeln. · [Johannesevangeliet.] · 1924 · swe
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Normaluppl. · 1890 · swe
Bibeln. Psaltaren	Bibeln. · [Psaltaren.] · Beza. · 1984 · frm
Gilgamesh	Gilgamesh. · rus
Igorkvädet	Igorkvädet. · ukr
Bibeln. Evangelierna	Bibeln. · [Evangelierna. Ryska]
Bibeln	Bibeln. · Authorized. · 1653. · eng
Bibeln	Bibeln · 1744 · dan
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1703. · 1811 Rumstedt. · swe
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · NT 81. · swe
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · smi
Bibeln. Jesaja	Bibeln. · [Jesaja.] · Gesenius · ger
Bibeln. Tobit	Bible. · [O.T., Apocrypha., Tobit.] · 1552. · dan
Bibeln	Bibeln. · Luther. · 1887 · ger
Ramayana	Rāmāyana. Laotiska
Bibeln	Bibeln. · Luther. · 2017 · ger
Bibeln. Breven	Bibeln. · [Breven.] · Living Bible · eng
Edda Sæmundar	Edda Saemundar
Purana. Padmapurāṇa	Purāṇa. · [Padmapurāṇam]
Bibeln. Psaltaren	Bibeln. · [Psaltaren.] · per
Bibeln. Skrifterna (Ketuvim). Urval	Bible. · [O.T., Hagiographa.] · Selections. · Geneva. · 1580. · eng
Bibeln. Krönikeboken 1	Bibeln. · [Krönikeboken 1.] · Knoppers. · 2003 · eng
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Diodati. · 1861 · ita
Dödsboken	Dödsboken. · swe
Bibeln	Bibeln. · Vulgata. · 1493 · lat
Bibeln	Bibeln. · 1703. · 1814 Rumstedt. · swe
Hrólfs saga kraka	Hrólfs saga kraka · 1904
Mishna. Moʻed	Mishna. · [Moed., Rosh Ha-Shanah]
Bibeln. Hebreerbrevet	Bibeln. · [Hebreerbrevet.] · 1948 · ger
Biblia pauperum. Urval	Biblia pauperum. · Urval · swe
Haggada	Haggada. · Engelska & Hebreiska
Bibeln	Bibeln. · Geneva. · 1614. · eng
Bibeln	Bibeln · 1610 · ger
Bibeln	Bibeln. · 1930 · per
Bibeln. Galaterbrevet	Bibeln. · [Galaterbrevet.] · swe
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Nubiska
Bibeln. Nya Testamentet	Bible. · [N.T.] · 1599. · Polyglot.
Bibeln	Bibeln. · Reina. · 1622 · spa
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Zinsendorf. · 1739 · ger
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · lat
Talmud. Urval	Talmud. · Urval. · 1882 · eng
Bibeln. Moseboken 1	Bibeln. · [Moseboken 1.] · Folkbibeln · 1996
Bibeln. Kungaboken 1	Bibeln. · [Nya Testamentet.] · 1966 · grc
Bibeln. Nya Testamentet	Bible. · [N.T.] · Eliot. · 1661. · Massachuset.
Gilgamesh	Gilgamesh. Holländska
Bibeln	Bibeln. · 1703. · 1720 Horrn. · swe
Kalīlah wa-Dimnah	Kalīla wa-Dimna. Grekiska & Latin
Bibeln. Domarboken	Bibeln. · [Domarboken.] · eng
Koranen	Koranen. Polska
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · Reuss. · 1892 · ger
Upanishaderna	Upaniṣad
Bibeln. Evangelierna. Urval	Bible. · [N.T., Mark & Luke., Authorised.] · eng
Aucassin et Nicolette	Aucassin et Nicolette.
Bibeln	Bibeln. · Gezelius. · 1728 Merckell. · swe
Bibeln	Bibeln. · eng
Bibeln. Psaltaren	Bibeln. · [Psaltaren. Tjeckiska]
Bibeln	Bibeln. · Luther. · 1851 · ger
Bibeln. Moseboken 1	Bibeln. · [Moseboken 1.] · Heyman · 1979 · swe
Bibeln	Bible. · Frederick II's Bible. · 1589. · dan
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · 1539 · heb
Bibeln. Gamla Testamentet. Urval	Bible. · [O.T.] · Selections.
Bibeln. Job	Bibeln. · [Job.] · swe
Bibeln. Evangelierna	Bibeln. · [Evangelierna] · 1665 · Gotiska & fornengelska
Andreasakterna	Andreasakterna. · mul
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1906 · ice
Bibeln	Bibeln. Isländska
Sju vise mästare	Sju vise mästare. · ger
Bibeln. Hebreerbrevet	Bibeln. · [Hebreerbrevet.] · eng
Bibeln. Moseboken 1	Bibeln. · [Psaltaren.] · 1896 · heb · yid · arc
Bibeln. Psaltaren	Bible. · [O.T., Psalms., Tate and Brady.] · Supplement. · eng
Bibeln. Jesus Syraks vishet	Syrak
Kanteletar. Urval	Kanteletar. · Urval · Rumänska & finska.
Bibeln. Lukasevangeliet	Bibeln. · [Nya Testamentet.] · 2005 · map · gre
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1846 · dut
Bibeln. Romarbrevet	Bibeln. · [Romarbrevet.] · Giertz-Asunta · fin
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1933 · ger
Purana. Garuḍapurāṇa	Purāṇa. · [Garuḍa-Purāṇa. Engelska]
Tipitaka. Abhidhammapiṭaka. Vibhaṅga	Vibhaṅga
Bibeln. Nya Testamentet	Bible. · [N.T.] · Massachuset.
Bibeln	Bibeln · 1814 · fre
Bibeln. Salomos vishet	Bibeln. · [Apokryferna., Salomos vishet., Authorized] · eng
Bibeln	Bibeln. · 1776 · fin
Bibeln	Bibeln · 1665 · ger
Bibeln	Bibeln. · 1614. · Authorized. · eng
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · 1906 · Grekiska.
Bibeln	Bible. · Luther. · 1630. · ger
Bibeln. Nya Testamentet	Bible. · [N.T.] · 1567. · wel
Bibeln. Moseboken 5	Bibeln. · [Moseboken 5.] · Biblia Hebraica Quinta. · 2007 · heb
Bibeln. Moseböckerna	Bibeln. · [Moseböckerna. Spanska]
Imitatio Christi	Imitatio Christi. · eng
Roman de Renart	Roman de Renart. · Urval
Bibeln. Johannesevangeliet	Bibeln. · [Johannesevangeliet. Hunde]
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1881 · Grekiska.
Edda Sæmundar	Edda Saemundar. · rus
Tripiṭaka. Sūtrapiṭaka. Suvarṇaprabhāsasūtra	Suvarṇabhāsottamasūtra. English
Edda Sæmundar. Urval	Edda Sæmundar. · Urval · swe
Bibeln. Profetiska böckerna	Bibeln. · [Profetiska böckerna.] · 1620 · ger
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet] · 1642 · fin
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1866 · swe
Bhagavadgītā	Bhagavadgītā. · Gansten. · 2008 · swe
Bibeln	Bibeln. · 1629. · Authorized. · eng
Bibeln	Bibeln. · Eliot. · 1663. · nai
Bibeln	Bibeln. Svenska. 1703 · 1703
