	Libris	Titel	Fil namn	Äldre länk	
	http://libris.kb.se/bib/16930432	Barns försörjning vid separation :	2014-6-6.pdf	http://www.socialstyrelsen.se/publikationer2014/2014-6-6.pdf	
	http://libris.kb.se/bib/10646065	Barnvaccinationsprogrammet	2007-114-55_200711455.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/9089/2007-114-55_200711455.pdf	
	http://libris.kb.se/bib/21574843	Baslista för KVÅ i psykiatrisk SLUTENVÅRD, gällande fr.o.m. 2014-01-01	baslista-kva-slutenvard-2014.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/baslista-kva-slutenvard-2014.pdf	
	http://libris.kb.se/bib/10650657	Basstatistik primärvård 1997	2000-0-21_0000021.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/11688/2000-0-21_0000021.pdf	
	http://libris.kb.se/bib/10646853	Bassängbad	2006-101-1_20061012.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/9405/2006-101-1_20061012.pdf	
	http://libris.kb.se/bib/22173093	BBIC Licensavtal	BBIC-Licensavtal-2014-03.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/BBIC-Licensavtal-2014-03.pdf	
	http://libris.kb.se/bib/22184322	BBIC-koncept 2014	BBIC-konceptet2014-logga-beslut-EC.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/BBIC-konceptet2014-logga-beslut-EC.pdf	
	http://libris.kb.se/bib/20908449	Bedömning av grundkrav och prestationsmål i överenskommelsen mellan staten och SKL inom området psykisk ohälsa 2013	bedomning-grundkrav-prestationsmal-bilaga-5.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/bedomning-grundkrav-prestationsmal-bilaga-5.pdf	
	http://libris.kb.se/bib/20909040	Bedömning av grundkrav och prestationsmål i överenskommelsen mellan staten och SKL inom området psykisk ohälsa 2013	Psykiatrioverenskommelse-SKL-staten-2013.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/Psykiatrioverenskommelse-SKL-staten-2013.pdf	
	http://libris.kb.se/bib/10176493	Bedömning och uppföljning av ungdomar vid HVB-hem	2004-112-5_20041125.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/10353/2004-112-5_20041125.pdf	
	http://libris.kb.se/bib/10463259	Bedömningsmetoder - funktionshinder	2007-112-2_20071122.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/9037/2007-112-2_20071122.pdf	
	http://libris.kb.se/bib/10647168	Begrepp och termer inom vård och omsorg	2005-131-21_200513121.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/10162/2005-131-21_200513121.pdf	
	http://libris.kb.se/bib/10059755	Begrepp och termer inom vård och omsorg :	2005-131-21_200513121.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/10162/2005-131-21_200513121.pdf	
	http://libris.kb.se/bib/11767226	Behandling av barn med cochleaimplantat som rikssjukvård	2009-130-4.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/8531/2009-130-4.pdf	
	http://libris.kb.se/bib/22017301	Behandling av barnglaukom och barnkatarakt som rikssjukvård - Utvärdering med definitionsöversyn 2013-2015	2017-4-24.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/20605/2017-4-24.pdf	
	http://libris.kb.se/bib/11767231	Behandling av kärlmissbildningar i hjärna och ryggmärg som rikssjukvård	2009-130-9_20091309.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/8534/2009-130-9_20091309.pdf	
	http://libris.kb.se/bib/17414330	Behandling av mineraliseringsstörningar i emalj och dentin - en systematisk kartläggning av restaureringsmaterial för barn- och ungdomstandvården	2014-10-31.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19569/2014-10-31.pdf	
	http://libris.kb.se/bib/11767235	Behandling av svåra brännskador som rikssjukvård	2009-130-3_20091303.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/8530/2009-130-3_20091303.pdf	
	http://libris.kb.se/bib/16900677	Behandling av svåra brännskador som rikssjukvård :	2014-5-17.pdf	http://www.socialstyrelsen.se/publikationer2014/2014-5-17.pdf	
	http://libris.kb.se/bib/10648888	Bekämpningsmedel och skadedjur.	2002-110-3_20021104.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/10949/2002-110-3_20021104.pdf	
	http://libris.kb.se/bib/13983488	Beredskapsläkemedel :	2012-12-6.pdf	http://www.socialstyrelsen.se/publikationer2012/2012-12-6.pdf	
	http://libris.kb.se/bib/10648007	Beslut på bättre grunder	20051121.pdf	http://www.socialstyrelsen.se/NR/rdonlyres/DF6B1935-B601-41D0-9378-76DFDC2D729C/2915/20051121.pdf	
	http://libris.kb.se/bib/20908448	Bilaga 1 - Beskrivning av indikatorer - Öppna jämförelser 2013 - Hälso- och sjukvård	2013-12-1.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19238/2013-12-1.pdf	
	http://libris.kb.se/bib/20902347	Bilaga 1 - Nulägesbeskrivning för samverkande kommuner	utvecklingsmedel-vald-nara-relation-2014-bilaga-1-nulagesbeskrivning-for-samverkande-kommuner.doc	http://www.socialstyrelsen.se/SiteCollectionDocuments/utvecklingsmedel-vald-nara-relation-2014-bilaga-1-nulagesbeskrivning-for-samverkande-kommuner.doc	
	http://libris.kb.se/bib/18225338	Bilaga 1 Socialstyrelsens användarforum 2015-02-12	Bilaga1-Socialstyrelsens-anvandarforum-20150212.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/Bilaga1-Socialstyrelsens-anvandarforum-20150212.pdf	
	http://libris.kb.se/bib/21574942	Bilaga 2 - Indikatorer	nr-hjartsjukvard-2011-indikatorer.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/nr-hjartsjukvard-2011-indikatorer.pdf	
	http://libris.kb.se/bib/18225336	Bilaga 2 Socialstyrelsens användarforum 2015-02-12 - ordinationsorsak	Bilaga2-Ordinationsorsak-150212.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/Bilaga2-Ordinationsorsak-150212.pdf	
	http://libris.kb.se/bib/18225335	Bilaga 3 Socialstyrelsens användarforum 2015-02-12 - SOSFS 2001-1	Bilaga3-SOSFS-2000-1.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/Bilaga3-SOSFS-2000-1.pdf	
	http://libris.kb.se/bib/18225341	Bilaga 4 Socialstyrelsens användarforum 2015-02-12 - SOSFS 2008-14	Bilaga4-SOSFS-2008-14.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/Bilaga4-SOSFS-2008-14.pdf	
	http://libris.kb.se/bib/18042239	Bisfenol A i dentala material - en systematisk kartläggning av vetenskapliga studier	2015-1-20.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19665/2015-1-20.pdf	
	http://libris.kb.se/bib/17223331	Biverkningar av dentala implantat i titan och zirkoniumdioxid - en systematisk översikt av vetenskapliga studier		Länk från Libris saknas	
	http://libris.kb.se/bib/19883615	Blåsdysfunktion hos äldre personer - infoblad	2016-9-33-infoblad-Blasdysfunktion-hos-aldre.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/2016-9-33-infoblad-Blasdysfunktion-hos-aldre.pdf	
	http://libris.kb.se/bib/10647126	Borta bra men hemma bäst?	2005-109-23_200510923.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/9931/2005-109-23_200510923.pdf	
	http://libris.kb.se/bib/20909027	Bortfall yttre orsakskoder i patientregistret 2001-2012	patientregistret-bortfall-yttre-orsakskod-2001-2012.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/patientregistret-bortfall-yttre-orsakskod-2001-2012.pdf	
	http://libris.kb.se/bib/20052977	Borttagna KMA koder 2007-2017	Borttagna-KMA-koder-2007-2017.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/Borttagna-KMA-koder-2007-2017.pdf	
	http://libris.kb.se/bib/17415078	Borttagna KMA-koder 2007-2015	Borttagna-KMA-koder-2007-2015.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/Borttagna-KMA-koder-2007-2015.pdf	
	http://libris.kb.se/bib/20908459	Borttagna koder ur Klassifikation av vårdåtgärder (KVÅ) med KMÅ-struktur	borttagna-klassifikation-av-medicinska-atgarder-koder-2007-2014.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/borttagna-klassifikation-av-medicinska-atgarder-koder-2007-2014.pdf	
	http://libris.kb.se/bib/18225345	Borttagna koder ur Klassifikation av vårdåtgärder (KVÅ) med KMÅ-struktur 2007-2015	Borttagna-KMA-koder-2007-2015-rev-150217.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/Borttagna-KMA-koder-2007-2015-rev-150217.pdf	
	http://libris.kb.se/bib/10646072	Bostad med särskild service för vuxna enligt LSS	2007-101-6_20071016.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/8930/2007-101-6_20071016.pdf	
	http://libris.kb.se/bib/17552869	Bra att veta om ebola	infoblad-ebola-14-10-20.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/infoblad-ebola-14-10-20.pdf	
	http://libris.kb.se/bib/17919027	Bra att veta om ebola	infoblad-ebola-sv-2014-10-30.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/infoblad-ebola-sv-2014-10-30.pdf	
	http://libris.kb.se/bib/17919030	Bra att veta om ebola engelsk version	infoblad-ebola-eng-2014-10-30.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/infoblad-ebola-eng-2014-10-30.pdf	
	http://libris.kb.se/bib/17919025	Bra att veta om ebola fransk version	infoblad-ebola-fr-2014-10-30.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/infoblad-ebola-fr-2014-10-30.pdf	
	http://libris.kb.se/bib/11767237	Bra kan bli bättre	2009-126-73_200912673.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/8497/2009-126-73_200912673.pdf	
	http://libris.kb.se/bib/21585992	Brev till beställare - Socialstyrelsen återupptar insamling av abortstatistik från och med januari 2014	brev-bestallare-socialstyrelsens-aterupptar-insamling-av-abortstatistik-fran-och-med-januari-2014.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/brev-bestallare-socialstyrelsens-aterupptar-insamling-av-abortstatistik-fran-och-med-januari-2014.pdf	
	http://libris.kb.se/bib/21585965	Brev till kliniker - Socialstyrelsen återupptar insamling av abortstatistik från och med januari 2014	brev-kliniker-socialstyrelsens-aterupptar-insamling-av-abortstatistik-fran-och-med-januari-2014.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/brev-kliniker-socialstyrelsens-aterupptar-insamling-av-abortstatistik-fran-och-med-januari-2014.pdf	
	http://libris.kb.se/bib/11611181	Brukarinflytande i praktiken	2008-126-25_200812625.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/8769/2008-126-25_200812625.pdf	
	http://libris.kb.se/bib/10718006	Brukarinflytande inom äldreomsorgen	2008-131-11.pdf	http://www.socialstyrelsen.se/publikationer2008/2008-131-11.pdf	
	http://libris.kb.se/bib/9079549	Brukarmedverkan i socialtjänstens kunskapsutveckling	2003-110-10.pdf	http://www.socialstyrelsen.se/publikationer2003/2003-110-10.pdf	
	http://libris.kb.se/bib/10649107	Brukarundersökningar inom vård och omsorg för äldre.	2001-110-18_200111019.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/11356/2001-110-18_200111019.pdf	
	http://libris.kb.se/bib/11358192	Buller	2008-101-4_20081015.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/8582/2008-101-4_20081015.pdf	
	http://libris.kb.se/bib/10646857	Bullret bort!	2006-123-25_200612325.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/9642/2006-123-25_200612325.pdf	
	http://libris.kb.se/bib/12074328	Bullret bort! :	2010-12-4.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/18190/2010-12-4.pdf	
	http://libris.kb.se/bib/14228064	Campylobacterinfektion :	publikationer.pdf	http://www.socialstyrelsen.se/publikationer.pdf	
	http://libris.kb.se/bib/11437941	Cancer i siffror	2009-126-127_2009126127.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/8348/2009-126-127_2009126127.pdf	
	http://libris.kb.se/bib/9879634	Cancer i siffror :	2005-125-4.pdf	http://www.socialstyrelsen.se/publikationer2005/2005-125-4.pdf	
	http://libris.kb.se/bib/10650901	Cancer incidence in Sweden.	1998-42-8_9942008.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/12608/1998-42-8_9942008.pdf	
	http://libris.kb.se/bib/10651073	Cancer incidence in Sweden.	9942008.pdf	http://www.socialstyrelsen.se/NR/rdonlyres/5EE8FBDB-BEB4-4D36-92D3-9EAF6FD7218B/1989/9942008.pdf	
	http://libris.kb.se/bib/17566350	Cancerincidens i Sverige 2013 :	www.socialstyrelsen.se.pdf	http://www.socialstyrelsen.se.pdf	
	http://libris.kb.se/bib/10648436	Children in the shadow of violence	2003-124-4_20031244.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/10749/2003-124-4_20031244.pdf	
	http://libris.kb.se/bib/10648895	Christian och Helge	2002-110-13_200211014.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/10939/2002-110-13_200211014.pdf	
	http://libris.kb.se/bib/18057375	Dagverksamheter för äldre personer	2014-3-33.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19415/2014-3-33.pdf	
	http://libris.kb.se/bib/16488975	Dagverksamheter för äldre personer :	2014-3-33.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19415/2014-3-33.pdf	
	http://libris.kb.se/bib/21255181	DBT vid borderlineproblematik	Stoffers-dbt-vid-borderline.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/Stoffers-dbt-vid-borderline.pdf	
	http://libris.kb.se/bib/22550891	De nationella vaccinationsprogrammen - lägesrapport 2013	2013-10-7.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19210/2013-10-7.pdf	
	http://libris.kb.se/bib/14838531	De nationella vaccinationsprogrammen :	2013-10-7.pdf	http://www.socialstyrelsen.se/publikationer2013/2013-10-7.pdf	
	http://libris.kb.se/bib/17471644	De nationella vaccinationsprogrammen :	2014-9-39.pdf	http://www.socialstyrelsen.se/publikationer2014/2014-9-39.pdf	
	http://libris.kb.se/bib/10649023	De äldre och besvärsrätten	2002-123-60_200212361.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/11132/2002-123-60_200212361.pdf	
	http://libris.kb.se/bib/8826795	De äldre och besvärsrätten :	2002-123-60_200212361.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/11132/2002-123-60_200212361.pdf	
	http://libris.kb.se/bib/10648427	Debutanter i sprututbytet i Malmö 2001	2003-124-2_20031242.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/10747/2003-124-2_20031242.pdf	
	http://libris.kb.se/bib/22546317	Den behandlande läkarens och enskilde individens ansvar vid pågående behandling mot hivinfektion	fortydligande-smittskyddslagen-behandling-hiv-131021.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/fortydligande-smittskyddslagen-behandling-hiv-131021.pdf	
	http://libris.kb.se/bib/18164409	Den sekundära bostadsmarknaden	2015-1-41.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19690/2015-1-41.pdf	
	http://libris.kb.se/bib/17629571	Den sekundära bostadsmarknaden	2015-1-41.pdf	http://www.socialstyrelsen.se/publikationer2015/2015-1-41.pdf	
	http://libris.kb.se/bib/14228066	Den äldres röst :	publikationer	http://www.socialstyrelsen.se/publikationer	
	http://libris.kb.se/bib/11767251	Depressionssjukdom och ångestsyndrom	2009-126-85_bilaga6.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/8509/2009-126-85_bilaga6.pdf	
	http://libris.kb.se/bib/22553240	Det diffusa tvånget	2012-1-35.pdf	http://www.socialstyrelsen.se/publikationer2012/2012-1-35.pdf	
	http://libris.kb.se/bib/22542797	Det internationella hälsoreglementet IHR	Manus-IHR-utbildning-2013-09-09.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/Manus-IHR-utbildning-2013-09-09.pdf	
	http://libris.kb.se/bib/22543731	Det internationella hälsoreglementet IHR	Utbildning-IHR-2013-09-09.ppt	http://www.socialstyrelsen.se/SiteCollectionDocuments/Utbildning-IHR-2013-09-09.ppt	
	http://libris.kb.se/bib/21086758	Det internationella hälsoreglementet IHR utbildning	Utbildning-IHR-2014-05-13.ppt	http://www.socialstyrelsen.se/SiteCollectionDocuments/Utbildning-IHR-2014-05-13.ppt	
	http://libris.kb.se/bib/10646860	Det lönar sig	2006-123-6_20061236.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/9670/2006-123-6_20061236.pdf	
	http://libris.kb.se/bib/10103167	Det lönar sig :	2006-123-6_20061236.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/9670/2006-123-6_20061236.pdf	
	http://libris.kb.se/bib/11877937	Det svenska vaccinationsprogrammet för barn	detsvenskavaccinationsprogrammetforbarninformationtillforaldrar.pdf	http://www.socialstyrelsen.se/publikationer2010/detsvenskavaccinationsprogrammetforbarninformationtillforaldrar.pdf	
	http://libris.kb.se/bib/21152505	Detta gör Socialstyrelsen	2013-12-11.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19284/2013-12-11.pdf	
	http://libris.kb.se/bib/18745132	Detta gör Socialstyrelsen	2015-11-35.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19991/2015-11-35.pdf	
	http://libris.kb.se/bib/8892759	Developments in the support of carers	2003-123-5.pdf	http://www.socialstyrelsen.se/publikationer2003/2003-123-5.pdf	
	http://libris.kb.se/bib/22534555	Diagnoskoder ICF-10 2013	diagnoskoder-icf-10-2013.xls	http://www.socialstyrelsen.se/SiteCollectionDocuments/diagnoskoder-icf-10-2013.xls	
	http://libris.kb.se/bib/10647128	Din rätt till vård och omsorg	2005-114-11_200511411.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/9979/2005-114-11_200511411.pdf	
	http://libris.kb.se/bib/11877919	Din rätt till vård och omsorg	2010-2-3.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/17925/2010-2-3.pdf	
	http://libris.kb.se/bib/14672580	Din rätt till vård och omsorg	2013-7-1.pdf	http://www.socialstyrelsen.se/publikationer2013/2013-7-1.pdf	
	http://libris.kb.se/bib/10063171	Din rätt till vård och omsorg :	2005-114-11.pdf	http://www.socialstyrelsen.se/publikationer2005/2005-114-11.pdf	
	http://libris.kb.se/bib/19990061	Din rätt till vård och omsorg :	publikationer.pdf	http://www.socialstyrelsen.se/publikationer.pdf	
	http://libris.kb.se/bib/12242457	Din rätt till vård och omsorg :	publikationer.pdf	http://www.socialstyrelsen.se/publikationer.pdf	
	http://libris.kb.se/bib/14976311	Din rätt till vård och omsorg :	publikationer.pdf	http://www.socialstyrelsen.se/publikationer.pdf	
	http://libris.kb.se/bib/10646862	Dokumentation inom missbrukarvården	2007-123-3_20071233.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/9203/2007-123-3_20071233.pdf	
	http://libris.kb.se/bib/22545973	Dokumentation om konferensen Barn och unga i familjer med missbruk	konfdok-barn-i-familjer-med-missbruk.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/konfdok-barn-i-familjer-med-missbruk.pdf	
	http://libris.kb.se/bib/22546316	DRG MCD Namn 2014	drg-mdc-namn2014.xls	http://www.socialstyrelsen.se/SiteCollectionDocuments/drg-mdc-namn2014.xls	
	http://libris.kb.se/bib/21640775	DRG-statistik 2012	2014-6-4.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19455/2014-6-4.pdf	
